0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0.7547634097761486,2.6057762212427216,0.024146916773074168,1.0469866784197936,0.21583532185748686,2.7590838217047033,2.3348689263480744,1,1,0.6394153733767779,0.8580676114766478,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.4736277907801112,0.9184771676276685,1.0469866784197936,0.6555975913307688,2.7590838217047033,-0.4282895663715403,1,1,0.38424049294110985,0.8060258735636674,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.6547483536419514,0.9184771676276685,0.1405047057619635,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,0,1,0.2427511982346685,0.9991249753087661,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.2569530922366421,1.1685083496091366,-0.8701833340815202,-0.7659772668958666,-1.279356394351672,-0.7049259983890862,-0.4282895663715403,0,1,0.42754397531378774,0.12796033323842837,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.6586472307289969,0.024146916773074168,-0.7659772668958666,1.7110270380666455,-0.7049259983890862,-0.4282895663715403,0,0,0.2531512167664929,0.28272034653163736,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.06991679058512884,-1.7645135849361147,-0.7659772668958666,-0.22392694761579512,1.0270789116578085,2.3348689263480744,0,1,0.838879230589887,0.656763862886593,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.2525737273156552,0.1998146151641087,-0.8701833340815202,1.0469866784197936,0.8315024991200816,-0.7049259983890862,-0.4282895663715403,1,1,0.9550481789130109,0.016524017914931632,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0.5058582510063954,0.7165930508834101,-0.8701833340815202,1.0469866784197936,1.2712647685933636,1.0270789116578085,-0.4282895663715403,1,1,0.16253147538090384,0.0588907191689374,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.7547634097761486,-0.4831977618119501,0.9184771676276685,1.0469866784197936,2.678504030907866,-0.7049259983890862,-0.4282895663715403,1,1,0.41944080114088966,0.4842292894397514,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,0.025074032990161123,0.9184771676276685,-0.7659772668958666,1.35921722248802,-0.7049259983890862,-0.4282895663715403,1,1,0.23594986303877585,0.5535491841473578,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-1.2364778603818776,-0.8291344924443494,-1.7645135849361147,0.1405047057619635,0.3037877757521432,1.0270789116578085,-0.4282895663715403,0,1,0.27684406671954165,0.84269262961491,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.2408572253028645,-0.05928348943864116,0.024146916773074168,-1.6724592395536968,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1,1,0.2126541875166056,0.9002415209725967,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1.2525737273156552,0.22746119814497667,-0.8701833340815202,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.31219162424536484,0.2972635474541929,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2569530922366421,-0.08870228927725708,-0.8701833340815202,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.29594180507191736,0.4567871266358954,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.9046043153555399,-0.6760149559349268,-0.8701833340815202,1.0469866784197936,2.502599123118553,-0.7049259983890862,-0.4282895663715403,1,1,0.24686230674905363,0.9157409609604316,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-0.738667542842371,-0.9379486075100734,0.9184771676276685,-1.6724592395536968,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,0,1,0.9174331310325364,0.3418908380672615,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.738667542842371,-0.7341436688690595,0.9184771676276685,1.0469866784197936,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.4783860394365157,0.8037920739918678,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.738667542842371,-0.908884251043007,0.9184771676276685,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,0,1,0.5425777373354507,0.744884031482219,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.10394335425388943,0.9184771676276685,1.0469866784197936,-0.3118794015104515,1.0270789116578085,2.3348689263480744,1,1,0.9755446576338025,0.7872320608034363,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.4897623840726178,0.49116706657787124,0.024146916773074168,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,1,1,0.5529762371924819,0.6775348175276377,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,-0.23331518486948957,0.9184771676276685,-0.7659772668958666,-0.7516416709837335,1.0270789116578085,-0.4282895663715403,0,1,0.23212779823745955,0.9714527457667244,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2.2481943623946683,2.725578080826483,-1.7645135849361147,-0.7659772668958666,-0.7516416709837335,1.0270789116578085,-0.4282895663715403,1,1,0.32743780801649003,0.11524838397870818,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,-0.738667542842371,1.628221402508954,0.9184771676276685,1.0469866784197936,1.5351221302773328,-0.7049259983890862,-0.4282895663715403,1,1,0.9165500553111544,0.9086173680204523,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.6356084115782735,0.9184771676276685,-0.7659772668958666,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.3993512031659755,0.10421188044127905,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.2569530922366421,-0.04333353771890964,0.9184771676276685,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.3856419047942796,0.19377004340604653,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,0.33273087949520475,0.9184771676276685,-0.7659772668958666,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,0,1,0.2193549463939557,0.10956233208647526,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,-0.9875727016121243,-0.27088618225374606,-0.8701833340815202,1.0469866784197936,1.35921722248802,-0.7049259983890862,-0.4282895663715403,0,1,0.9208814917938085,0.20883818367678653,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,-0.738667542842371,-0.40061245624089575,0.024146916773074168,-1.6724592395536968,-0.048022039826482336,-0.7049259983890862,-0.4282895663715403,0,1,0.665872341071427,0.06613087316558319,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,-0.2408572253028645,-0.8525277549666223,0.9184771676276685,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0,1,0.5173988119535262,0.7465418960843566,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.4024146328950464,-0.6122151490560007,-0.8701833340815202,-1.6724592395536968,0.5676451374361124,2.7590838217047033,2.3348689263480744,0,1,0.24839960030659647,0.6758023857195399,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0.2569530922366421,-0.5133254483936652,0.9184771676276685,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,2.3348689263480744,0,1,0.88196421862645,0.07670420549340129,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,-1.2364778603818776,3.9994475581757074,-1.7645135849361147,-0.7659772668958666,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.6814201036212784,0.8604691751830511,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.008047933466888799,-0.1787309056508528,0.9184771676276685,-0.7659772668958666,2.238741761434584,1.0270789116578085,-0.4282895663715403,0,1,0.952874605846223,0.09006014856949374,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7018893220580468,0.9184771676276685,-0.7659772668958666,-0.048022039826482336,1.0270789116578085,-0.4282895663715403,0,1,0.7178338701704114,0.4774011147086422,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0.7547634097761486,-0.2655695316805022,-1.7645135849361147,0.1405047057619635,0.3037877757521432,-0.7049259983890862,2.3348689263480744,0,1,0.2162256718366795,0.4749715975852177,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.2569530922366421,-0.8351600297606924,0.9184771676276685,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.7893683958607911,0.09536944841262651,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-1.2364778603818776,-0.5941385371069716,0.024146916773074168,-0.7659772668958666,1.35921722248802,-0.7049259983890862,2.3348689263480744,0,1,0.2105363584114026,0.7354938730945765,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2.2481943623946683,0.4727360112572926,0.024146916773074168,1.0469866784197936,-1.0154990326677027,1.0270789116578085,2.3348689263480744,0,1,0.9656247667899821,0.4402991231287353,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7394603194423033,0.024146916773074168,-0.7659772668958666,-0.7516416709837335,1.0270789116578085,-0.4282895663715403,0,1,0.07703641346937673,0.07185838099622643,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.738667542842371,0.06229058700286801,0.9184771676276685,0.1405047057619635,-0.048022039826482336,-0.7049259983890862,2.3348689263480744,0,1,0.3445922352007762,0.9744199792387734,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.7135859533191833,0.9184771676276685,-1.6724592395536968,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1,1,0.7446347924770006,0.576584001216705,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.9053398173275111,0.9184771676276685,1.0469866784197936,1.4471696763826765,2.7590838217047033,-0.4282895663715403,0,1,0.7650594293872572,0.8284282309340418,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.2364778603818776,-0.732725895382861,0.9184771676276685,-1.6724592395536968,-0.048022039826482336,-0.7049259983890862,-0.4282895663715403,0,0,0.556865538405918,0.26311443530158285,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.4771722244956071,-0.8701833340815202,-0.7659772668958666,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,0,1,0.8238057898488707,0.5817515819225981,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.2408572253028645,-1.0060017348475945,0.024146916773074168,1.0469866784197936,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.25093618224536285,0.026841186420427765,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.2364778603818776,-0.9234164292765402,0.024146916773074168,1.0469866784197936,0.3037877757521432,1.0270789116578085,-0.4282895663715403,1,1,0.11509076433692922,0.5950585571863017,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-0.738667542842371,-0.36162368537044093,-1.7645135849361147,-0.7659772668958666,0.919454953014738,-0.7049259983890862,-0.4282895663715403,0,1,0.2860459184412435,0.8142666547175784,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.7547634097761486,-0.39742246589694946,0.9184771676276685,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.25447491571965786,0.05673116397636124,1
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.2569530922366421,0.31181872057377896,-0.8701833340815202,0.1405047057619635,-0.048022039826482336,1.0270789116578085,-0.4282895663715403,0,1,0.6126554994354483,0.27038650616242343,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.4399556704829002,-0.8701833340815202,-1.6724592395536968,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1,1,0.8658438381396852,0.2393596833186773,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3.2438149974736814,1.4697852154262876,-1.7645135849361147,-1.6724592395536968,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0,1,0.06678630878278047,0.5788767157432413,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.2569530922366421,-0.20814970548946873,0.9184771676276685,-0.7659772668958666,-0.048022039826482336,1.0270789116578085,-0.4282895663715403,0,1,0.7125176574221133,0.8439868190476774,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.738667542842371,-0.39777690926849907,0.9184771676276685,-1.6724592395536968,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.6567040887124244,0.038988354854888496,1
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.4897623840726178,0.19166241761846814,-1.7645135849361147,1.0469866784197936,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.04864214931693811,0.04434388766285058,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.8216359290989554,-0.7504480639603406,0.9184771676276685,1.0469866784197936,1.8869319458559584,2.7590838217047033,-0.4282895663715403,0,1,0.7484291938923884,0.8825210275317013,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.572163048070897,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0,1,0.9697912319546556,0.22368735245699178,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.2569530922366421,-0.5913029901345749,0.9184771676276685,1.0469866784197936,1.7110270380666455,-0.7049259983890862,-0.4282895663715403,0,1,0.18890962153020818,0.9835830520134142,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,-0.2408572253028645,0.7197830412273564,-0.8701833340815202,1.0469866784197936,0.03993041406817406,2.7590838217047033,-0.4282895663715403,1,1,0.7512486291030158,0.28684000017667444,0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-0.738667542842371,-0.185465329710295,-0.8701833340815202,1.0469866784197936,1.8869319458559584,2.7590838217047033,-0.4282895663715403,0,1,0.7115148573050506,0.6065646366365328,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.9046043153555399,-0.7231559243510222,0.024146916773074168,1.0469866784197936,-0.3118794015104515,1.0270789116578085,2.3348689263480744,0,0,0.7452765980601874,0.8391728063721049,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.4897623840726178,-0.8752121307457961,0.9184771676276685,0.1405047057619635,0.12788286796283044,-0.7049259983890862,2.3348689263480744,0,1,0.5158379224325154,0.14924154436213954,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1.2525737273156552,1.074935299520045,0.9184771676276685,1.0469866784197936,0.03993041406817406,1.0270789116578085,-0.4282895663715403,0,1,0.3917461455928375,0.3620679783416185,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.2569530922366421,-0.6161140261430461,0.9184771676276685,0.1405047057619635,0.21583532185748686,-0.7049259983890862,-0.4282895663715403,1,1,0.43372977083144093,0.9945266304905509,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.5727307703292022,2.0227168750436473,-1.7645135849361147,1.0469866784197936,0.8315024991200816,-0.7049259983890862,-0.4282895663715403,1,0,0.1839161212911754,0.22093770328344375,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0.2569530922366421,-0.8053867865505269,0.9184771676276685,-0.7659772668958666,-0.9275465787730462,1.0270789116578085,-0.4282895663715403,0,1,0.079458792706109,0.4837452463387175,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.2408572253028645,-0.2159474596635597,0.9184771676276685,0.1405047057619635,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0,0,0.1784719592196039,0.19533149494942226,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.738667542842371,-0.6625461078160424,0.024146916773074168,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1,1,0.04825337185689926,0.8395239789581602,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,2.2481943623946683,3.153745673658387,0.9184771676276685,1.0469866784197936,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.4595856201630365,0.8496973868210387,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2.2481943623946683,-0.0748789977868231,0.9184771676276685,1.0469866784197936,-0.6636892170890771,1.0270789116578085,-0.4282895663715403,0,1,0.5447513224672909,0.8543187539552317,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.7547634097761486,3.093135857123407,-1.7645135849361147,-1.6724592395536968,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,1,1,0.5480849276033112,0.15447250309085714,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.20354194165932407,-1.7645135849361147,-0.7659772668958666,-0.3118794015104515,-0.7049259983890862,2.3348689263480744,0,1,0.7368210982514081,0.7929228063454454,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.2408572253028645,-0.30739384952335375,-0.8701833340815202,-0.7659772668958666,-0.8395941248783899,1.0270789116578085,-0.4282895663715403,0,1,0.11252098252714138,0.6869672893372627,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.738667542842371,-0.7121681798329849,-0.8701833340815202,1.0469866784197936,1.1833123146987072,-0.7049259983890862,-0.4282895663715403,1,1,0.7865872314690315,0.16274510686836652,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,-1.2364778603818776,0.4748626714865901,-1.7645135849361147,1.0469866784197936,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0,1,0.8630047289043629,0.8228454720664328,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.2569530922366421,-0.48567886541279726,0.9184771676276685,1.0469866784197936,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,1,1,0.8849896946274266,0.7926695779029322,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.4897623840726178,0.03428956065045045,0.024146916773074168,1.0469866784197936,-1.103451486562359,1.0270789116578085,-0.4282895663715403,1,1,0.20031074401207472,0.11994941166300055,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.601581847909513,0.9184771676276685,-0.7659772668958666,1.2712647685933636,-0.7049259983890862,-0.4282895663715403,0,1,0.531086813981183,0.23193054580515304,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.2408572253028645,-0.64730504283941,0.9184771676276685,1.0469866784197936,1.1833123146987072,-0.7049259983890862,-0.4282895663715403,0,1,0.6073465203846955,0.9122878238926913,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.4897623840726178,-0.6207217899731908,0.9184771676276685,1.0469866784197936,2.4146466692238966,-0.7049259983890862,-0.4282895663715403,0,1,0.75310886985632,0.9586626721846591,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.2569530922366421,0.21505568014074106,0.9184771676276685,-0.7659772668958666,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,1,1,0.9230137959452791,0.8297836933038308,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2.165225976138084,2.6408661150261312,-1.7645135849361147,-1.6724592395536968,-0.048022039826482336,-0.7049259983890862,-0.4282895663715403,1,1,0.2921438166871868,0.7312621756307461,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2.2481943623946683,0.5375991482508674,0.9184771676276685,0.1405047057619635,-0.8395941248783899,-0.7049259983890862,2.3348689263480744,0,1,0.5175733384618836,0.6355915023090434,0
