0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.9046043153555399,-0.4038024465848421,-0.8701833340815202,0.1405047057619635,-0.7516416709837335,1.0270789116578085,-0.4282895663715403,0,0,0.3957996315673761,0.8693477092345544,0.05270621466566994,0.42341460487043403,0.32515749768769286,0.7326540951752636,0.34448451405984937,0.9944695616548508,0.6985366553721806,0.9185418932767185,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1.003668568545902,0.3578963588752256,-1.7645135849361147,1.0469866784197936,-1.103451486562359,1.0270789116578085,-0.4282895663715403,0,1,0.3185510740080407,0.002852215478700404,0.6601844836727319,0.4772050518916342,0.4970045865235442,0.27268367040668606,0.6830244281367364,0.705913458857301,0.7734385048676188,0.26354573248306334,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-0.738667542842371,-0.3208626976422382,0.024146916773074168,0.1405047057619635,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.414607073031134,0.787020231129559,0.7363891025839311,0.3604499505068227,0.5737452407995628,0.36094824665179337,0.6971600759921127,0.1778451367339584,0.1708857169439647,0.47017037149265073,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.008047933466888799,-0.5090721279350702,0.024146916773074168,-0.7659772668958666,-0.9275465787730462,1.0270789116578085,-0.4282895663715403,1,1,0.7161698117305081,0.3301060599654041,0.7437417700118908,0.274571033347941,0.20289937519165935,0.7141108211010148,0.07387940784040647,0.5379208516933515,0.18227079571518223,0.4863544392533746,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.2569530922366421,0.21151124642524516,0.9184771676276685,-0.7659772668958666,0.479692683541456,1.0270789116578085,-0.4282895663715403,1,1,0.30933113662842493,0.06450182023586026,0.20568931624322728,0.069240245009907,0.06018389027148352,0.05462687999165872,0.2305578345447995,0.1780588687680984,0.3458941637428141,0.6188322533748042,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.738667542842371,-0.5328198338288926,0.024146916773074168,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.2092338028220606,0.38683160413608897,0.45788490269263393,0.7009273779721298,0.146064062088597,0.3119360878969262,0.8421470376714306,0.0405575341162413,0.24932952031484357,0.8696835529587087,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.9046043153555399,-0.8826554415483374,0.9184771676276685,1.0469866784197936,2.4146466692238966,1.0270789116578085,-0.4282895663715403,1,1,0.3114890606744948,0.4964859779275733,0.1723085100536833,0.18767963665508458,0.8229888263228893,0.4736608363711903,0.4328013395769611,0.4701792813331671,0.36319969000681374,0.09131338462640826,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.2408572253028645,-0.4775266678671567,0.9184771676276685,0.1405047057619635,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0,1,0.843848559923532,0.10445342304896843,0.14618885293992057,0.1562663851013567,0.4735931115678651,0.2647017890364948,0.2774013173948995,0.7682067712121049,0.39299231436496873,0.1965783898540836,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.40770132367188755,0.9184771676276685,-0.7659772668958666,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,0,1,0.46380302823393404,0.19633032646035609,0.9152850036156605,0.6358226027012948,0.988121767460294,0.9104038262117047,0.08532775885016486,0.886263849392587,0.35395045385118973,0.9485789368220681,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,-0.738667542842371,-0.9110109112723046,0.9184771676276685,-0.7659772668958666,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,0,1,0.12112923128514508,0.17760685651361097,0.26056495935995294,0.5948996094223234,0.04677356065215621,0.48250570623851263,0.48481565942890503,0.5719671040483018,0.017361447992134238,0.37679051360024296,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.9329864003083791,0.9184771676276685,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,0,1,0.4009292831005229,0.5662526411082053,0.7616527701265332,0.5088856334631847,0.6455328606393508,0.35215833514728767,0.8987195848129672,0.5502800190217295,0.1475417711593664,0.105859227627071,1
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,-0.738667542842371,-0.5002110436463304,0.9184771676276685,-0.7659772668958666,-0.13597449372113873,1.0270789116578085,-0.4282895663715403,1,1,0.7402001155928443,0.5465282710660259,0.09040466377971301,0.6207268415613986,0.9819913138052289,0.030131854462811414,0.33216751929459065,0.428542241090614,0.6028686234891909,0.8888734426064941,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,0.08072164232344667,0.024146916773074168,-0.7659772668958666,-0.5757367631944207,1.0270789116578085,-0.4282895663715403,0,1,0.7574744830301656,0.4944565142961673,0.5578291658585801,0.35271173764374664,0.12424252176817185,0.8257252276026846,0.08628914269160515,0.4086290871067555,0.5721290752425974,0.5311574755698489,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2.2481943623946683,1.8486851796127988,-1.7645135849361147,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.6215233456458565,0.2929893049792599,0.2402521049960199,0.06505153690297061,0.9526956538195948,0.7622949544652917,0.12802045514050653,0.8755449986452671,0.19097856506090538,0.43680198626933864,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1.2525737273156552,1.2815757851334557,0.9184771676276685,0.1405047057619635,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,1,1,0.7227214385252291,0.9690942439034289,0.8878578821592452,0.20913001216695104,0.4038174729648152,0.6973568281186564,0.23730892516062008,0.5474901723465003,0.19962542341829492,0.990960346939012,1
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.4897623840726178,-0.19964306457227857,-0.8701833340815202,0.1405047057619635,-0.7516416709837335,1.0270789116578085,-0.4282895663715403,0,1,0.018754281896984804,0.18755666134877347,0.10147241914273508,0.06068181677573847,0.6345462270061615,0.918612071986935,0.5056419643957994,0.62156906376223,0.8583658661895205,0.532753117446414,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.2408572253028645,-0.4562600655741813,0.9184771676276685,1.0469866784197936,1.0074074069093943,1.0270789116578085,-0.4282895663715403,0,1,0.30923277623831025,0.2631952426329318,0.29904908907844463,0.5369210776506266,0.3708041556051215,0.2558909278286241,0.3442948932912292,0.3587354159830295,0.70388721859374,0.6985846669533368,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3.2438149974736814,2.4359978462704683,-0.8701833340815202,1.0469866784197936,-1.279356394351672,-0.7049259983890862,-0.4282895663715403,1,1,0.14561450449312519,0.5770357508356543,0.06893943875058528,0.02343253953441271,0.48397914976594636,0.22497394764129264,0.16967172390938356,0.5016079282362796,0.11594195157411813,0.5032976576419943,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.7199659340070759,0.9184771676276685,-0.7659772668958666,0.21583532185748686,1.0270789116578085,-0.4282895663715403,1,1,0.19611735307280442,0.328385983330844,0.9134753608130866,0.7142310142684428,0.04398978114581187,0.31934782291741814,0.031098721412645802,0.6247536926546031,0.46181915740587465,0.09736384320859104,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0.5058582510063954,1.893345044428047,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,1.0270789116578085,-0.4282895663715403,0,1,0.06322805548902277,0.3602933381673119,0.5699748234467226,0.42106161455171465,0.9167259499918694,0.52359254681735,0.8846022121142131,0.625867687046139,0.9241541408354349,0.20929414777591138,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.738667542842371,-0.8879720921215812,0.9184771676276685,0.1405047057619635,2.678504030907866,-0.7049259983890862,-0.4282895663715403,0,1,0.9234762041730376,0.9396947717237645,0.39443723140063247,0.9415448973237854,0.8244954999819369,0.13867519552458984,0.4388863933509304,0.044370884392663346,0.3673097465790244,0.25238259680993536,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.4897623840726178,-0.1925541971412868,0.9184771676276685,-0.7659772668958666,-0.048022039826482336,2.7590838217047033,-0.4282895663715403,1,1,0.6272696409873334,0.4600993541263585,0.06533719713044539,0.2396901629704119,0.5947643604784969,0.15473127735409387,0.6716847674621547,0.7131843233160433,0.4719291591169289,0.005338790214299616,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.738667542842371,-0.49276773284378905,-0.8701833340815202,-0.7659772668958666,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,1,1,0.8170758667820184,0.9827666609940244,0.7426018957451983,0.20417849299569146,0.5406966246285713,0.9388309760164492,0.8958397178243445,0.08788616595033849,0.09071770837502258,0.5856709937755353,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,-1.2364778603818776,-0.9081753642999079,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0,0,0.40119565227670073,0.23069435876774802,0.3096267733695035,0.604210180786184,0.9772490658239468,0.759132435946854,0.6736739663751379,0.4805217455260762,0.6346691430038908,0.037907093142795056,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1.2525737273156552,0.5400802518517146,0.9184771676276685,-1.6724592395536968,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,1,1,0.5369249507563268,0.8180707134296499,0.6354498595995592,0.7203716511908885,0.2147972246950166,0.06996439513014563,0.5360938240090363,0.1671203048086366,0.2750818853154655,0.15977075885831615,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.5058582510063954,0.05130284248483074,0.024146916773074168,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0,1,0.6794553857579215,0.6345715918499345,0.14033418068289838,0.4149985256673907,0.9918017518097543,0.6665963994595221,0.19569323016390994,0.4125899426364221,0.3214812940359987,0.44267297724310006,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.2408572253028645,-0.28683613397347757,-0.8701833340815202,-0.7659772668958666,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0,1,0.02734794366574589,0.9916592593850169,0.5971487982982044,0.5112771863935078,0.6026177822757827,0.1782618115453981,0.7901736470462366,0.38509599668483885,0.937108844666687,0.06738947285824837,1
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.008047933466888799,-0.34850928062310615,0.9184771676276685,1.0469866784197936,-1.103451486562359,-0.7049259983890862,-0.4282895663715403,1,1,0.13251920386212535,0.7959957763417093,0.6482144067368397,0.11284452305858617,0.9274848124272407,0.59174938147818,0.7697871963540321,0.6242804562759174,0.40450858396371103,0.36924490912857755,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2.2481943623946683,0.10446934821726915,0.9184771676276685,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,0,1,0.49326292724574283,0.8072273524059967,0.4172503830712819,0.5937935893579397,0.20596404770502363,0.7799338306853419,0.22311648872422396,0.06427265425252682,0.10111931663339135,0.23084933291073273,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,-1.2364778603818776,-0.8546544151959198,-1.7645135849361147,1.0469866784197936,0.3037877757521432,1.0270789116578085,-0.4282895663715403,1,1,0.785134486609082,0.03999808238619318,0.6610575700328011,0.3182230322807238,0.0785297804948486,0.868362845265526,0.8824969771125246,0.11979939037868359,0.2941699305511949,0.6159544441537002,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.738667542842371,-0.9177453353317467,0.9184771676276685,0.1405047057619635,1.35921722248802,1.0270789116578085,-0.4282895663715403,1,1,0.8176753991037204,0.4590941095400398,0.6120135771036629,0.3638375107857378,0.34843921157948543,0.15686677020957862,0.145850012441059,0.402938769947502,0.8796680468491197,0.6164909802991234,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1.2525737273156552,0.744239633864278,0.024146916773074168,-0.7659772668958666,-0.6636892170890771,1.0270789116578085,-0.4282895663715403,0,1,0.9413407608481877,0.28776570337909413,0.16959479614534667,0.17732173275323548,0.5645361028915749,0.039984535621554906,0.313950211565482,0.03222755837679869,0.16762518344234867,0.7190911910063694,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.2408572253028645,-0.5987463009371162,0.9184771676276685,1.0469866784197936,0.919454953014738,1.0270789116578085,-0.4282895663715403,0,1,0.555755003075741,0.6514955269767813,0.28440960972496143,0.7407395115822129,0.5086295942584909,0.3684342103986358,0.29939709909428514,0.7053713048771993,0.5850765935424854,0.4145436955531371,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,-1.2364778603818776,-0.6823949366228194,-0.8701833340815202,1.0469866784197936,0.5676451374361124,-0.7049259983890862,2.3348689263480744,1,1,0.5434507004873371,0.5412843443205138,0.7142098087184193,0.28876591020031606,0.3715186244516808,0.06644254056442922,0.4774119924046438,0.8256958134549917,0.18703438982513276,0.5243960447001642,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.9046043153555399,-0.4775266678671567,-1.7645135849361147,1.0469866784197936,0.21583532185748686,-0.7049259983890862,-0.4282895663715403,1,0,0.8896817830015468,0.013957051915174934,0.3646013941908479,0.18326514198811827,0.8405036415671329,0.4051880965838066,0.01189706840653848,0.4636197327493118,0.18084914325701462,0.03602085755137607,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1.2525737273156552,0.9133091220934322,0.9184771676276685,-1.6724592395536968,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0,1,0.08848347449552973,0.3503880158290821,0.10307764514831241,0.28983420915116587,0.19647820985431774,0.3328986775686049,0.6137632964270658,0.11493869592765216,0.16970593687516622,0.14457932823913655,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.2569530922366421,1.590295961753148,-0.8701833340815202,1.0469866784197936,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0,1,0.9891320010045282,0.7287337843207842,0.08019053645237173,0.22161107896999477,0.9712583592686583,0.9956263888243407,0.3341133913580542,0.047099558515617757,0.26554544979149663,0.24944344320830392,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.2569530922366421,1.309931254857423,0.9184771676276685,1.0469866784197936,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,1,1,0.7509858862275165,0.6376592518387081,0.19499000720561266,0.5060638761615511,0.8455740159898767,0.0737196752699033,0.041058144718538636,0.7143698039440654,0.23984042834658525,0.7019762822244394,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.738667542842371,-0.7050793124019931,-0.8701833340815202,1.0469866784197936,-1.3673088482463283,-0.7049259983890862,-0.4282895663715403,0,1,0.9032601128695827,0.5037050358357412,0.8239382257396457,0.5004896737679501,0.5228557136183576,0.710261609657059,0.3047020953857913,0.06094974858534441,0.8826054156109849,0.8319007622339375,1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-0.9875727016121243,-0.7029526521726955,0.024146916773074168,1.0469866784197936,1.0953598608040507,1.0270789116578085,2.3348689263480744,0,0,0.26270546150110674,0.4993216789716318,0.544490058544574,0.39192257052084445,0.43489805031075957,0.2616596212457981,0.016368136471144767,0.5840818069763227,0.778240147323353,0.5400811203099993,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.738667542842371,-1.0393194117732558,0.9184771676276685,-1.6724592395536968,0.8315024991200816,-0.7049259983890862,-0.4282895663715403,0,1,0.12186151149580438,0.3536995227773304,0.8488604883517922,0.4473270572524858,0.5035749082635774,0.5008775060764372,0.35918916040257287,0.2940122035814081,0.4588702913829209,0.81084999317648,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.2569530922366421,0.08532940615359133,-0.8701833340815202,0.1405047057619635,0.21583532185748686,1.0270789116578085,-0.4282895663715403,1,1,0.3790914916124306,0.01958941771792677,0.38845575640849284,0.8207317786827333,0.0019476298880225507,0.1227492831524053,0.02707171750284254,0.6387702241067998,0.5785051210049568,0.7994486462406737,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.2364778603818776,-0.486742195527446,-1.7645135849361147,-0.7659772668958666,-0.13597449372113873,1.0270789116578085,2.3348689263480744,0,1,0.8016171768391398,0.29200874821980627,0.0936021621366051,0.0904401365773222,0.6809291491489684,0.9097638783210521,0.8438683970086864,0.691498358253543,0.14260656624809898,0.16110872157703338,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.1415143516381459,0.024146916773074168,1.0469866784197936,0.03993041406817406,-0.7049259983890862,2.3348689263480744,1,1,0.2695497037023785,0.3159390440722065,0.08426585366885819,0.9839979933285008,0.06028169539432526,0.13732432867643674,0.5668094499427135,0.41298431567627836,0.4096716625961301,0.18535329581677984,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.2408572253028645,-0.7855379577437499,0.9184771676276685,-1.6724592395536968,-0.4877843092997643,1.0270789116578085,-0.4282895663715403,0,1,0.12246009603441177,0.5423224593710833,0.7734517563447816,0.9700688294814539,0.20285769844615387,0.8126471009155468,0.20216271383317008,0.37841183789695243,0.1618430270104202,0.061269975728555526,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,-0.4897623840726178,-0.7121681798329849,0.9184771676276685,0.1405047057619635,0.03993041406817406,1.0270789116578085,-0.4282895663715403,1,1,0.42279751333382565,0.12844109025774386,0.9786706217725475,0.5470820323806495,0.004430850037806855,0.17741304103066535,0.8021239490388231,0.49732502394631994,0.9413358017286302,0.20689259408294836,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.9046043153555399,1.4307964445558328,-0.8701833340815202,1.0469866784197936,3.0303138464864916,-0.7049259983890862,-0.4282895663715403,1,1,0.1730442379388213,0.18109576136323124,0.5522245514941895,0.9730061024685311,0.7003520195067675,0.28842306799032147,0.02842278087783745,0.45003201706562235,0.13676021782792958,0.08122184146049849,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1.2525737273156552,-0.83728668998999,0.9184771676276685,1.0469866784197936,0.03993041406817406,-0.7049259983890862,-0.4282895663715403,0,1,0.6587404594475192,0.2006962547504454,0.6964879222811328,0.6802164992122351,0.07490842122941277,0.8383058914053861,0.6606228025930043,0.023985871167261696,0.9199249935595307,0.7736878441785116,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-1.2364778603818776,-0.10394335425388943,-1.7645135849361147,-0.7659772668958666,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,1,1,0.4151453180781125,0.8351194250658843,0.9320576172365896,0.4135191260849289,0.5288738797674438,0.9260955906051628,0.9620163537887415,0.8015014879686722,0.5040461066868666,0.2335347529540469,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-0.2408572253028645,-0.7586002615059811,0.9184771676276685,-0.7659772668958666,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,0,1,0.7768590373991966,0.10843844855192264,0.4806485984655363,0.37952132934885385,0.6750370173305441,0.4246841687017977,0.5515667311275381,0.8862104611035092,0.9700822605977107,0.2545124552164868,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.8216359290989554,-0.6005185177948642,0.9184771676276685,-1.6724592395536968,-1.3673088482463283,-0.7049259983890862,-0.4282895663715403,0,1,0.976910159225564,0.012672076626707884,0.9360170988163833,0.3900379122507821,0.605323805250311,0.4946546101332022,0.05987840947402323,0.8865177734210511,0.8569893663586698,0.05507014271134747,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.2569530922366421,0.24837335706640246,-0.8701833340815202,1.0469866784197936,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1,1,0.05672473898503283,0.6318177127480615,0.7069090388585236,0.22009070441116463,0.4486537873351737,0.3836979026779156,0.48331493323754815,0.549870521331776,0.9758550463995113,0.7553162616198685,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.2569530922366421,-0.4736277907801112,0.9184771676276685,1.0469866784197936,-0.3998318554051079,1.0270789116578085,-0.4282895663715403,1,1,0.4542686881169111,0.09244033974631016,0.666701609720208,0.39909966110582373,0.8076552281555164,0.9640183471376551,0.4924223376524175,0.9654432181359334,0.8419831572437375,0.9630103236467529,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.4897623840726178,-0.8227545117564568,0.9184771676276685,0.1405047057619635,-0.22392694761579512,1.0270789116578085,2.3348689263480744,0,1,0.01778417524850351,0.16283306672736764,0.618615214965857,0.5601780456503306,0.4685185946283592,0.6727967425605055,0.6929807378344882,0.5521950247482504,0.3866100771241383,0.41902699911226216,1
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.738667542842371,-0.88903542223623,0.9184771676276685,-1.6724592395536968,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1,1,0.403594453603195,0.5622439327732163,0.9125275188825084,0.8842988009002016,0.3589001915594594,0.9850562382730053,0.2107045251889702,0.7407655740606659,0.5958695957007646,0.5563183899529457,0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.2569530922366421,-0.4279045958502142,0.024146916773074168,-0.7659772668958666,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,1,1,0.9906422688663223,0.06474652603199371,0.4597404160949615,0.6844837469633179,0.8958814171702825,0.3771131718209104,0.9757823171059306,0.9109625963404194,0.4835218880776969,0.8052889363339879,1
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-1.0705410878687087,-0.6582927873574473,0.9184771676276685,-0.7659772668958666,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,0,0,0.12158978814719446,0.6595043821767036,0.004188497276946035,0.2521321082782657,0.10421519475830188,0.8748983319735661,0.7985717230851025,0.17095196594077866,0.8536916193964862,0.7964133973770753,0
